,Company,Job,Location,Salary,Sponsored
1308,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1309,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1310,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1311,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1312,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1313,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1314,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1315,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1316,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1317,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1318,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1319,"
    Tergus Pharma","Analytical Scientist, Analytical R&D","Durham, NC",,True
1320,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1321,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1322,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1323,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1324,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1325,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1326,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1327,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1328,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1329,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1330,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
